modelNameMod2,filePathMod2,hydroModelMod2,settlementRadiusMod2,precompPeriodMod2,dateMod2,spawningSeasonMod2,yearMod2,monthDayMod2,mod1IndMod2,mod2IndMod2,dayMod2,spawningSeasonYearMod2
conMat_GBRLDp_0p5km_compSurvTc15_20220114,../Data/connectivityMats/GBRLDp/enlargeDist0p5km/compSurvTc15/conMat_GBRLDp_0p5km_compSurvTc15_20220114.mat,GBRLDp,0.5,15,20220114,2021-22,2022,0114,1048,1048,45,2021
conMat_GBRLDp_0p5km_compSurvTc15_20220121,../Data/connectivityMats/GBRLDp/enlargeDist0p5km/compSurvTc15/conMat_GBRLDp_0p5km_compSurvTc15_20220121.mat,GBRLDp,0.5,15,20220121,2021-22,2022,0121,1049,1049,52,2021
conMat_GBRLDp_0p5km_compSurvTc15_20220128,../Data/connectivityMats/GBRLDp/enlargeDist0p5km/compSurvTc15/conMat_GBRLDp_0p5km_compSurvTc15_20220128.mat,GBRLDp,0.5,15,20220128,2021-22,2022,0128,1050,1050,59,2021
conMat_GBRLDp_1km_compSurvTc9_20211201,../Data/connectivityMats/GBRLDp/enlargeDist1km/compSurvAll/conMat_GBRLDp_1km_compSurvAll_20211201.mat,GBRLDp,1,9,20211201,2021-22,2021,1201,1051,1051,1,2021
conMat_GBRLDp_1km_compSurvTc9_20211207,../Data/connectivityMats/GBRLDp/enlargeDist1km/compSurvAll/conMat_GBRLDp_1km_compSurvAll_20211207.mat,GBRLDp,1,9,20211207,2021-22,2021,1207,1052,1052,7,2021
conMat_GBRLDp_1km_compSurvTc9_20211214,../Data/connectivityMats/GBRLDp/enlargeDist1km/compSurvAll/conMat_GBRLDp_1km_compSurvAll_20211214.mat,GBRLDp,1,9,20211214,2021-22,2021,1214,1053,1053,14,2021
conMat_GBRLDp_1km_compSurvTc9_20211221,../Data/connectivityMats/GBRLDp/enlargeDist1km/compSurvAll/conMat_GBRLDp_1km_compSurvAll_20211221.mat,GBRLDp,1,9,20211221,2021-22,2021,1221,1054,1054,21,2021
conMat_GBRLDp_1km_compSurvTc9_20211228,../Data/connectivityMats/GBRLDp/enlargeDist1km/compSurvAll/conMat_GBRLDp_1km_compSurvAll_20211228.mat,GBRLDp,1,9,20211228,2021-22,2021,1228,1055,1055,28,2021
conMat_GBRLDp_1km_compSurvTc9_20220101,../Data/connectivityMats/GBRLDp/enlargeDist1km/compSurvAll/conMat_GBRLDp_1km_compSurvAll_20220101.mat,GBRLDp,1,9,20220101,2021-22,2022,0101,1056,1056,32,2021
conMat_GBRLDp_1km_compSurvTc9_20220107,../Data/connectivityMats/GBRLDp/enlargeDist1km/compSurvAll/conMat_GBRLDp_1km_compSurvAll_20220107.mat,GBRLDp,1,9,20220107,2021-22,2022,0107,1057,1057,38,2021
conMat_GBRLDp_1km_compSurvTc9_20220114,../Data/connectivityMats/GBRLDp/enlargeDist1km/compSurvAll/conMat_GBRLDp_1km_compSurvAll_20220114.mat,GBRLDp,1,9,20220114,2021-22,2022,0114,1058,1058,45,2021
conMat_GBRLDp_1km_compSurvTc9_20220121,../Data/connectivityMats/GBRLDp/enlargeDist1km/compSurvAll/conMat_GBRLDp_1km_compSurvAll_20220121.mat,GBRLDp,1,9,20220121,2021-22,2022,0121,1059,1059,52,2021
conMat_GBRLDp_1km_compSurvTc9_20220128,../Data/connectivityMats/GBRLDp/enlargeDist1km/compSurvAll/conMat_GBRLDp_1km_compSurvAll_20220128.mat,GBRLDp,1,9,20220128,2021-22,2022,0128,1060,1060,59,2021
conMat_GBRLDp_1km_compSurvTc12_20211201,../Data/connectivityMats/GBRLDp/enlargeDist1km/compSurvTc12/conMat_GBRLDp_1km_compSurvTc12_20211201.mat,GBRLDp,1,12,20211201,2021-22,2021,1201,1061,1061,1,2021
conMat_GBRLDp_1km_compSurvTc12_20211207,../Data/connectivityMats/GBRLDp/enlargeDist1km/compSurvTc12/conMat_GBRLDp_1km_compSurvTc12_20211207.mat,GBRLDp,1,12,20211207,2021-22,2021,1207,1062,1062,7,2021
conMat_GBRLDp_1km_compSurvTc12_20211214,../Data/connectivityMats/GBRLDp/enlargeDist1km/compSurvTc12/conMat_GBRLDp_1km_compSurvTc12_20211214.mat,GBRLDp,1,12,20211214,2021-22,2021,1214,1063,1063,14,2021
conMat_GBRLDp_1km_compSurvTc12_20211221,../Data/connectivityMats/GBRLDp/enlargeDist1km/compSurvTc12/conMat_GBRLDp_1km_compSurvTc12_20211221.mat,GBRLDp,1,12,20211221,2021-22,2021,1221,1064,1064,21,2021
conMat_GBRLDp_1km_compSurvTc12_20211228,../Data/connectivityMats/GBRLDp/enlargeDist1km/compSurvTc12/conMat_GBRLDp_1km_compSurvTc12_20211228.mat,GBRLDp,1,12,20211228,2021-22,2021,1228,1065,1065,28,2021
conMat_GBRLDp_1km_compSurvTc12_20220101,../Data/connectivityMats/GBRLDp/enlargeDist1km/compSurvTc12/conMat_GBRLDp_1km_compSurvTc12_20220101.mat,GBRLDp,1,12,20220101,2021-22,2022,0101,1066,1066,32,2021
conMat_GBRLDp_1km_compSurvTc12_20220107,../Data/connectivityMats/GBRLDp/enlargeDist1km/compSurvTc12/conMat_GBRLDp_1km_compSurvTc12_20220107.mat,GBRLDp,1,12,20220107,2021-22,2022,0107,1067,1067,38,2021
conMat_GBRLDp_1km_compSurvTc12_20220114,../Data/connectivityMats/GBRLDp/enlargeDist1km/compSurvTc12/conMat_GBRLDp_1km_compSurvTc12_20220114.mat,GBRLDp,1,12,20220114,2021-22,2022,0114,1068,1068,45,2021
conMat_GBRLDp_1km_compSurvTc12_20220121,../Data/connectivityMats/GBRLDp/enlargeDist1km/compSurvTc12/conMat_GBRLDp_1km_compSurvTc12_20220121.mat,GBRLDp,1,12,20220121,2021-22,2022,0121,1069,1069,52,2021
conMat_GBRLDp_1km_compSurvTc12_20220128,../Data/connectivityMats/GBRLDp/enlargeDist1km/compSurvTc12/conMat_GBRLDp_1km_compSurvTc12_20220128.mat,GBRLDp,1,12,20220128,2021-22,2022,0128,1070,1070,59,2021
conMat_GBRLDp_1km_compSurvTc15_20211201,../Data/connectivityMats/GBRLDp/enlargeDist1km/compSurvTc15/conMat_GBRLDp_1km_compSurvTc15_20211201.mat,GBRLDp,1,15,20211201,2021-22,2021,1201,1071,1071,1,2021
conMat_GBRLDp_1km_compSurvTc15_20211207,../Data/connectivityMats/GBRLDp/enlargeDist1km/compSurvTc15/conMat_GBRLDp_1km_compSurvTc15_20211207.mat,GBRLDp,1,15,20211207,2021-22,2021,1207,1072,1072,7,2021
conMat_GBRLDp_1km_compSurvTc15_20211214,../Data/connectivityMats/GBRLDp/enlargeDist1km/compSurvTc15/conMat_GBRLDp_1km_compSurvTc15_20211214.mat,GBRLDp,1,15,20211214,2021-22,2021,1214,1073,1073,14,2021
conMat_GBRLDp_1km_compSurvTc15_20211221,../Data/connectivityMats/GBRLDp/enlargeDist1km/compSurvTc15/conMat_GBRLDp_1km_compSurvTc15_20211221.mat,GBRLDp,1,15,20211221,2021-22,2021,1221,1074,1074,21,2021
conMat_GBRLDp_1km_compSurvTc15_20211228,../Data/connectivityMats/GBRLDp/enlargeDist1km/compSurvTc15/conMat_GBRLDp_1km_compSurvTc15_20211228.mat,GBRLDp,1,15,20211228,2021-22,2021,1228,1075,1075,28,2021
conMat_GBRLDp_1km_compSurvTc15_20220101,../Data/connectivityMats/GBRLDp/enlargeDist1km/compSurvTc15/conMat_GBRLDp_1km_compSurvTc15_20220101.mat,GBRLDp,1,15,20220101,2021-22,2022,0101,1076,1076,32,2021
conMat_GBRLDp_1km_compSurvTc15_20220107,../Data/connectivityMats/GBRLDp/enlargeDist1km/compSurvTc15/conMat_GBRLDp_1km_compSurvTc15_20220107.mat,GBRLDp,1,15,20220107,2021-22,2022,0107,1077,1077,38,2021
conMat_GBRLDp_1km_compSurvTc15_20220114,../Data/connectivityMats/GBRLDp/enlargeDist1km/compSurvTc15/conMat_GBRLDp_1km_compSurvTc15_20220114.mat,GBRLDp,1,15,20220114,2021-22,2022,0114,1078,1078,45,2021
conMat_GBRLDp_1km_compSurvTc15_20220121,../Data/connectivityMats/GBRLDp/enlargeDist1km/compSurvTc15/conMat_GBRLDp_1km_compSurvTc15_20220121.mat,GBRLDp,1,15,20220121,2021-22,2022,0121,1079,1079,52,2021
conMat_GBRLDp_1km_compSurvTc15_20220128,../Data/connectivityMats/GBRLDp/enlargeDist1km/compSurvTc15/conMat_GBRLDp_1km_compSurvTc15_20220128.mat,GBRLDp,1,15,20220128,2021-22,2022,0128,1080,1080,59,2021
conMat_GBRLDp_1p5km_compSurvTc9_20211201,../Data/connectivityMats/GBRLDp/enlargeDist1p5km/compSurvAll/conMat_GBRLDp_1p5km_compSurvAll_20211201.mat,GBRLDp,1.5,9,20211201,2021-22,2021,1201,1081,1081,1,2021
conMat_GBRLDp_1p5km_compSurvTc9_20211207,../Data/connectivityMats/GBRLDp/enlargeDist1p5km/compSurvAll/conMat_GBRLDp_1p5km_compSurvAll_20211207.mat,GBRLDp,1.5,9,20211207,2021-22,2021,1207,1082,1082,7,2021
conMat_GBRLDp_1p5km_compSurvTc9_20211214,../Data/connectivityMats/GBRLDp/enlargeDist1p5km/compSurvAll/conMat_GBRLDp_1p5km_compSurvAll_20211214.mat,GBRLDp,1.5,9,20211214,2021-22,2021,1214,1083,1083,14,2021
conMat_GBRLDp_1p5km_compSurvTc9_20211221,../Data/connectivityMats/GBRLDp/enlargeDist1p5km/compSurvAll/conMat_GBRLDp_1p5km_compSurvAll_20211221.mat,GBRLDp,1.5,9,20211221,2021-22,2021,1221,1084,1084,21,2021
conMat_GBRLDp_1p5km_compSurvTc9_20211228,../Data/connectivityMats/GBRLDp/enlargeDist1p5km/compSurvAll/conMat_GBRLDp_1p5km_compSurvAll_20211228.mat,GBRLDp,1.5,9,20211228,2021-22,2021,1228,1085,1085,28,2021
conMat_GBRLDp_1p5km_compSurvTc9_20220101,../Data/connectivityMats/GBRLDp/enlargeDist1p5km/compSurvAll/conMat_GBRLDp_1p5km_compSurvAll_20220101.mat,GBRLDp,1.5,9,20220101,2021-22,2022,0101,1086,1086,32,2021
conMat_GBRLDp_1p5km_compSurvTc9_20220107,../Data/connectivityMats/GBRLDp/enlargeDist1p5km/compSurvAll/conMat_GBRLDp_1p5km_compSurvAll_20220107.mat,GBRLDp,1.5,9,20220107,2021-22,2022,0107,1087,1087,38,2021
conMat_GBRLDp_1p5km_compSurvTc9_20220114,../Data/connectivityMats/GBRLDp/enlargeDist1p5km/compSurvAll/conMat_GBRLDp_1p5km_compSurvAll_20220114.mat,GBRLDp,1.5,9,20220114,2021-22,2022,0114,1088,1088,45,2021
conMat_GBRLDp_1p5km_compSurvTc9_20220121,../Data/connectivityMats/GBRLDp/enlargeDist1p5km/compSurvAll/conMat_GBRLDp_1p5km_compSurvAll_20220121.mat,GBRLDp,1.5,9,20220121,2021-22,2022,0121,1089,1089,52,2021
conMat_GBRLDp_1p5km_compSurvTc9_20220128,../Data/connectivityMats/GBRLDp/enlargeDist1p5km/compSurvAll/conMat_GBRLDp_1p5km_compSurvAll_20220128.mat,GBRLDp,1.5,9,20220128,2021-22,2022,0128,1090,1090,59,2021
conMat_GBRLDp_1p5km_compSurvTc12_20211201,../Data/connectivityMats/GBRLDp/enlargeDist1p5km/compSurvTc12/conMat_GBRLDp_1p5km_compSurvTc12_20211201.mat,GBRLDp,1.5,12,20211201,2021-22,2021,1201,1091,1091,1,2021
conMat_GBRLDp_1p5km_compSurvTc12_20211207,../Data/connectivityMats/GBRLDp/enlargeDist1p5km/compSurvTc12/conMat_GBRLDp_1p5km_compSurvTc12_20211207.mat,GBRLDp,1.5,12,20211207,2021-22,2021,1207,1092,1092,7,2021
conMat_GBRLDp_1p5km_compSurvTc12_20211214,../Data/connectivityMats/GBRLDp/enlargeDist1p5km/compSurvTc12/conMat_GBRLDp_1p5km_compSurvTc12_20211214.mat,GBRLDp,1.5,12,20211214,2021-22,2021,1214,1093,1093,14,2021
conMat_GBRLDp_1p5km_compSurvTc12_20211221,../Data/connectivityMats/GBRLDp/enlargeDist1p5km/compSurvTc12/conMat_GBRLDp_1p5km_compSurvTc12_20211221.mat,GBRLDp,1.5,12,20211221,2021-22,2021,1221,1094,1094,21,2021
conMat_GBRLDp_1p5km_compSurvTc12_20211228,../Data/connectivityMats/GBRLDp/enlargeDist1p5km/compSurvTc12/conMat_GBRLDp_1p5km_compSurvTc12_20211228.mat,GBRLDp,1.5,12,20211228,2021-22,2021,1228,1095,1095,28,2021
conMat_GBRLDp_1p5km_compSurvTc12_20220101,../Data/connectivityMats/GBRLDp/enlargeDist1p5km/compSurvTc12/conMat_GBRLDp_1p5km_compSurvTc12_20220101.mat,GBRLDp,1.5,12,20220101,2021-22,2022,0101,1096,1096,32,2021
conMat_GBRLDp_1p5km_compSurvTc12_20220107,../Data/connectivityMats/GBRLDp/enlargeDist1p5km/compSurvTc12/conMat_GBRLDp_1p5km_compSurvTc12_20220107.mat,GBRLDp,1.5,12,20220107,2021-22,2022,0107,1097,1097,38,2021
conMat_GBRLDp_1p5km_compSurvTc12_20220114,../Data/connectivityMats/GBRLDp/enlargeDist1p5km/compSurvTc12/conMat_GBRLDp_1p5km_compSurvTc12_20220114.mat,GBRLDp,1.5,12,20220114,2021-22,2022,0114,1098,1098,45,2021
conMat_GBRLDp_1p5km_compSurvTc12_20220121,../Data/connectivityMats/GBRLDp/enlargeDist1p5km/compSurvTc12/conMat_GBRLDp_1p5km_compSurvTc12_20220121.mat,GBRLDp,1.5,12,20220121,2021-22,2022,0121,1099,1099,52,2021
conMat_GBRLDp_1p5km_compSurvTc12_20220128,../Data/connectivityMats/GBRLDp/enlargeDist1p5km/compSurvTc12/conMat_GBRLDp_1p5km_compSurvTc12_20220128.mat,GBRLDp,1.5,12,20220128,2021-22,2022,0128,1100,1100,59,2021
conMat_GBRLDp_1p5km_compSurvTc15_20211201,../Data/connectivityMats/GBRLDp/enlargeDist1p5km/compSurvTc15/conMat_GBRLDp_1p5km_compSurvTc15_20211201.mat,GBRLDp,1.5,15,20211201,2021-22,2021,1201,1101,1101,1,2021
conMat_GBRLDp_1p5km_compSurvTc15_20211207,../Data/connectivityMats/GBRLDp/enlargeDist1p5km/compSurvTc15/conMat_GBRLDp_1p5km_compSurvTc15_20211207.mat,GBRLDp,1.5,15,20211207,2021-22,2021,1207,1102,1102,7,2021
conMat_GBRLDp_1p5km_compSurvTc15_20211214,../Data/connectivityMats/GBRLDp/enlargeDist1p5km/compSurvTc15/conMat_GBRLDp_1p5km_compSurvTc15_20211214.mat,GBRLDp,1.5,15,20211214,2021-22,2021,1214,1103,1103,14,2021
conMat_GBRLDp_1p5km_compSurvTc15_20211221,../Data/connectivityMats/GBRLDp/enlargeDist1p5km/compSurvTc15/conMat_GBRLDp_1p5km_compSurvTc15_20211221.mat,GBRLDp,1.5,15,20211221,2021-22,2021,1221,1104,1104,21,2021
conMat_GBRLDp_1p5km_compSurvTc15_20211228,../Data/connectivityMats/GBRLDp/enlargeDist1p5km/compSurvTc15/conMat_GBRLDp_1p5km_compSurvTc15_20211228.mat,GBRLDp,1.5,15,20211228,2021-22,2021,1228,1105,1105,28,2021
conMat_GBRLDp_1p5km_compSurvTc15_20220101,../Data/connectivityMats/GBRLDp/enlargeDist1p5km/compSurvTc15/conMat_GBRLDp_1p5km_compSurvTc15_20220101.mat,GBRLDp,1.5,15,20220101,2021-22,2022,0101,1106,1106,32,2021
conMat_GBRLDp_1p5km_compSurvTc15_20220107,../Data/connectivityMats/GBRLDp/enlargeDist1p5km/compSurvTc15/conMat_GBRLDp_1p5km_compSurvTc15_20220107.mat,GBRLDp,1.5,15,20220107,2021-22,2022,0107,1107,1107,38,2021
conMat_GBRLDp_1p5km_compSurvTc15_20220114,../Data/connectivityMats/GBRLDp/enlargeDist1p5km/compSurvTc15/conMat_GBRLDp_1p5km_compSurvTc15_20220114.mat,GBRLDp,1.5,15,20220114,2021-22,2022,0114,1108,1108,45,2021
conMat_GBRLDp_1p5km_compSurvTc15_20220121,../Data/connectivityMats/GBRLDp/enlargeDist1p5km/compSurvTc15/conMat_GBRLDp_1p5km_compSurvTc15_20220121.mat,GBRLDp,1.5,15,20220121,2021-22,2022,0121,1109,1109,52,2021
conMat_GBRLDp_1p5km_compSurvTc15_20220128,../Data/connectivityMats/GBRLDp/enlargeDist1p5km/compSurvTc15/conMat_GBRLDp_1p5km_compSurvTc15_20220128.mat,GBRLDp,1.5,15,20220128,2021-22,2022,0128,1110,1110,59,2021
conMat_GBRLDp_0p5km_compSurvTc9_20221201,../Data/connectivityMats/GBRLDp/enlargeDist0p5km/compSurvAll/conMat_GBRLDp_0p5km_compSurvAll_20221201.mat,GBRLDp,0.5,9,20221201,2022-23,2022,1201,1111,1111,1,2022
conMat_GBRLDp_0p5km_compSurvTc9_20221207,../Data/connectivityMats/GBRLDp/enlargeDist0p5km/compSurvAll/conMat_GBRLDp_0p5km_compSurvAll_20221207.mat,GBRLDp,0.5,9,20221207,2022-23,2022,1207,1112,1112,7,2022
conMat_GBRLDp_0p5km_compSurvTc9_20221214,../Data/connectivityMats/GBRLDp/enlargeDist0p5km/compSurvAll/conMat_GBRLDp_0p5km_compSurvAll_20221214.mat,GBRLDp,0.5,9,20221214,2022-23,2022,1214,1113,1113,14,2022
conMat_GBRLDp_0p5km_compSurvTc9_20221221,../Data/connectivityMats/GBRLDp/enlargeDist0p5km/compSurvAll/conMat_GBRLDp_0p5km_compSurvAll_20221221.mat,GBRLDp,0.5,9,20221221,2022-23,2022,1221,1114,1114,21,2022
conMat_GBRLDp_0p5km_compSurvTc9_20221228,../Data/connectivityMats/GBRLDp/enlargeDist0p5km/compSurvAll/conMat_GBRLDp_0p5km_compSurvAll_20221228.mat,GBRLDp,0.5,9,20221228,2022-23,2022,1228,1115,1115,28,2022
conMat_GBRLDp_0p5km_compSurvTc9_20230101,../Data/connectivityMats/GBRLDp/enlargeDist0p5km/compSurvAll/conMat_GBRLDp_0p5km_compSurvAll_20230101.mat,GBRLDp,0.5,9,20230101,2022-23,2023,0101,1116,1116,32,2022
conMat_GBRLDp_0p5km_compSurvTc9_20230107,../Data/connectivityMats/GBRLDp/enlargeDist0p5km/compSurvAll/conMat_GBRLDp_0p5km_compSurvAll_20230107.mat,GBRLDp,0.5,9,20230107,2022-23,2023,0107,1117,1117,38,2022
conMat_GBRLDp_0p5km_compSurvTc9_20230114,../Data/connectivityMats/GBRLDp/enlargeDist0p5km/compSurvAll/conMat_GBRLDp_0p5km_compSurvAll_20230114.mat,GBRLDp,0.5,9,20230114,2022-23,2023,0114,1118,1118,45,2022
conMat_GBRLDp_0p5km_compSurvTc9_20230121,../Data/connectivityMats/GBRLDp/enlargeDist0p5km/compSurvAll/conMat_GBRLDp_0p5km_compSurvAll_20230121.mat,GBRLDp,0.5,9,20230121,2022-23,2023,0121,1119,1119,52,2022
conMat_GBRLDp_0p5km_compSurvTc9_20230128,../Data/connectivityMats/GBRLDp/enlargeDist0p5km/compSurvAll/conMat_GBRLDp_0p5km_compSurvAll_20230128.mat,GBRLDp,0.5,9,20230128,2022-23,2023,0128,1120,1120,59,2022
conMat_GBRLDp_0p5km_compSurvTc12_20221201,../Data/connectivityMats/GBRLDp/enlargeDist0p5km/compSurvTc12/conMat_GBRLDp_0p5km_compSurvTc12_20221201.mat,GBRLDp,0.5,12,20221201,2022-23,2022,1201,1121,1121,1,2022
conMat_GBRLDp_0p5km_compSurvTc12_20221207,../Data/connectivityMats/GBRLDp/enlargeDist0p5km/compSurvTc12/conMat_GBRLDp_0p5km_compSurvTc12_20221207.mat,GBRLDp,0.5,12,20221207,2022-23,2022,1207,1122,1122,7,2022
conMat_GBRLDp_0p5km_compSurvTc12_20221214,../Data/connectivityMats/GBRLDp/enlargeDist0p5km/compSurvTc12/conMat_GBRLDp_0p5km_compSurvTc12_20221214.mat,GBRLDp,0.5,12,20221214,2022-23,2022,1214,1123,1123,14,2022
conMat_GBRLDp_0p5km_compSurvTc12_20221221,../Data/connectivityMats/GBRLDp/enlargeDist0p5km/compSurvTc12/conMat_GBRLDp_0p5km_compSurvTc12_20221221.mat,GBRLDp,0.5,12,20221221,2022-23,2022,1221,1124,1124,21,2022
conMat_GBRLDp_0p5km_compSurvTc12_20221228,../Data/connectivityMats/GBRLDp/enlargeDist0p5km/compSurvTc12/conMat_GBRLDp_0p5km_compSurvTc12_20221228.mat,GBRLDp,0.5,12,20221228,2022-23,2022,1228,1125,1125,28,2022
conMat_GBRLDp_0p5km_compSurvTc12_20230101,../Data/connectivityMats/GBRLDp/enlargeDist0p5km/compSurvTc12/conMat_GBRLDp_0p5km_compSurvTc12_20230101.mat,GBRLDp,0.5,12,20230101,2022-23,2023,0101,1126,1126,32,2022
conMat_GBRLDp_0p5km_compSurvTc12_20230107,../Data/connectivityMats/GBRLDp/enlargeDist0p5km/compSurvTc12/conMat_GBRLDp_0p5km_compSurvTc12_20230107.mat,GBRLDp,0.5,12,20230107,2022-23,2023,0107,1127,1127,38,2022
conMat_GBRLDp_0p5km_compSurvTc12_20230114,../Data/connectivityMats/GBRLDp/enlargeDist0p5km/compSurvTc12/conMat_GBRLDp_0p5km_compSurvTc12_20230114.mat,GBRLDp,0.5,12,20230114,2022-23,2023,0114,1128,1128,45,2022
conMat_GBRLDp_0p5km_compSurvTc12_20230121,../Data/connectivityMats/GBRLDp/enlargeDist0p5km/compSurvTc12/conMat_GBRLDp_0p5km_compSurvTc12_20230121.mat,GBRLDp,0.5,12,20230121,2022-23,2023,0121,1129,1129,52,2022
conMat_GBRLDp_0p5km_compSurvTc12_20230128,../Data/connectivityMats/GBRLDp/enlargeDist0p5km/compSurvTc12/conMat_GBRLDp_0p5km_compSurvTc12_20230128.mat,GBRLDp,0.5,12,20230128,2022-23,2023,0128,1130,1130,59,2022
conMat_GBRLDp_0p5km_compSurvTc15_20221201,../Data/connectivityMats/GBRLDp/enlargeDist0p5km/compSurvTc15/conMat_GBRLDp_0p5km_compSurvTc15_20221201.mat,GBRLDp,0.5,15,20221201,2022-23,2022,1201,1131,1131,1,2022
conMat_GBRLDp_0p5km_compSurvTc15_20221207,../Data/connectivityMats/GBRLDp/enlargeDist0p5km/compSurvTc15/conMat_GBRLDp_0p5km_compSurvTc15_20221207.mat,GBRLDp,0.5,15,20221207,2022-23,2022,1207,1132,1132,7,2022
conMat_GBRLDp_0p5km_compSurvTc15_20221214,../Data/connectivityMats/GBRLDp/enlargeDist0p5km/compSurvTc15/conMat_GBRLDp_0p5km_compSurvTc15_20221214.mat,GBRLDp,0.5,15,20221214,2022-23,2022,1214,1133,1133,14,2022
conMat_GBRLDp_0p5km_compSurvTc15_20221221,../Data/connectivityMats/GBRLDp/enlargeDist0p5km/compSurvTc15/conMat_GBRLDp_0p5km_compSurvTc15_20221221.mat,GBRLDp,0.5,15,20221221,2022-23,2022,1221,1134,1134,21,2022
conMat_GBRLDp_0p5km_compSurvTc15_20221228,../Data/connectivityMats/GBRLDp/enlargeDist0p5km/compSurvTc15/conMat_GBRLDp_0p5km_compSurvTc15_20221228.mat,GBRLDp,0.5,15,20221228,2022-23,2022,1228,1135,1135,28,2022
conMat_GBRLDp_0p5km_compSurvTc15_20230101,../Data/connectivityMats/GBRLDp/enlargeDist0p5km/compSurvTc15/conMat_GBRLDp_0p5km_compSurvTc15_20230101.mat,GBRLDp,0.5,15,20230101,2022-23,2023,0101,1136,1136,32,2022
conMat_GBRLDp_0p5km_compSurvTc15_20230107,../Data/connectivityMats/GBRLDp/enlargeDist0p5km/compSurvTc15/conMat_GBRLDp_0p5km_compSurvTc15_20230107.mat,GBRLDp,0.5,15,20230107,2022-23,2023,0107,1137,1137,38,2022
conMat_GBRLDp_0p5km_compSurvTc15_20230114,../Data/connectivityMats/GBRLDp/enlargeDist0p5km/compSurvTc15/conMat_GBRLDp_0p5km_compSurvTc15_20230114.mat,GBRLDp,0.5,15,20230114,2022-23,2023,0114,1138,1138,45,2022
conMat_GBRLDp_0p5km_compSurvTc15_20230121,../Data/connectivityMats/GBRLDp/enlargeDist0p5km/compSurvTc15/conMat_GBRLDp_0p5km_compSurvTc15_20230121.mat,GBRLDp,0.5,15,20230121,2022-23,2023,0121,1139,1139,52,2022
conMat_GBRLDp_0p5km_compSurvTc15_20230128,../Data/connectivityMats/GBRLDp/enlargeDist0p5km/compSurvTc15/conMat_GBRLDp_0p5km_compSurvTc15_20230128.mat,GBRLDp,0.5,15,20230128,2022-23,2023,0128,1140,1140,59,2022
conMat_GBRLDp_1km_compSurvTc9_20221201,../Data/connectivityMats/GBRLDp/enlargeDist1km/compSurvAll/conMat_GBRLDp_1km_compSurvAll_20221201.mat,GBRLDp,1,9,20221201,2022-23,2022,1201,1141,1141,1,2022
conMat_GBRLDp_1km_compSurvTc9_20221207,../Data/connectivityMats/GBRLDp/enlargeDist1km/compSurvAll/conMat_GBRLDp_1km_compSurvAll_20221207.mat,GBRLDp,1,9,20221207,2022-23,2022,1207,1142,1142,7,2022
conMat_GBRLDp_1km_compSurvTc9_20221214,../Data/connectivityMats/GBRLDp/enlargeDist1km/compSurvAll/conMat_GBRLDp_1km_compSurvAll_20221214.mat,GBRLDp,1,9,20221214,2022-23,2022,1214,1143,1143,14,2022
conMat_GBRLDp_1km_compSurvTc9_20221221,../Data/connectivityMats/GBRLDp/enlargeDist1km/compSurvAll/conMat_GBRLDp_1km_compSurvAll_20221221.mat,GBRLDp,1,9,20221221,2022-23,2022,1221,1144,1144,21,2022
conMat_GBRLDp_1km_compSurvTc9_20221228,../Data/connectivityMats/GBRLDp/enlargeDist1km/compSurvAll/conMat_GBRLDp_1km_compSurvAll_20221228.mat,GBRLDp,1,9,20221228,2022-23,2022,1228,1145,1145,28,2022
conMat_GBRLDp_1km_compSurvTc9_20230101,../Data/connectivityMats/GBRLDp/enlargeDist1km/compSurvAll/conMat_GBRLDp_1km_compSurvAll_20230101.mat,GBRLDp,1,9,20230101,2022-23,2023,0101,1146,1146,32,2022
conMat_GBRLDp_1km_compSurvTc9_20230107,../Data/connectivityMats/GBRLDp/enlargeDist1km/compSurvAll/conMat_GBRLDp_1km_compSurvAll_20230107.mat,GBRLDp,1,9,20230107,2022-23,2023,0107,1147,1147,38,2022
conMat_GBRLDp_1km_compSurvTc9_20230114,../Data/connectivityMats/GBRLDp/enlargeDist1km/compSurvAll/conMat_GBRLDp_1km_compSurvAll_20230114.mat,GBRLDp,1,9,20230114,2022-23,2023,0114,1148,1148,45,2022
conMat_GBRLDp_1km_compSurvTc9_20230121,../Data/connectivityMats/GBRLDp/enlargeDist1km/compSurvAll/conMat_GBRLDp_1km_compSurvAll_20230121.mat,GBRLDp,1,9,20230121,2022-23,2023,0121,1149,1149,52,2022
conMat_GBRLDp_1km_compSurvTc9_20230128,../Data/connectivityMats/GBRLDp/enlargeDist1km/compSurvAll/conMat_GBRLDp_1km_compSurvAll_20230128.mat,GBRLDp,1,9,20230128,2022-23,2023,0128,1150,1150,59,2022
conMat_GBRLDp_1km_compSurvTc12_20221201,../Data/connectivityMats/GBRLDp/enlargeDist1km/compSurvTc12/conMat_GBRLDp_1km_compSurvTc12_20221201.mat,GBRLDp,1,12,20221201,2022-23,2022,1201,1151,1151,1,2022
conMat_GBRLDp_1km_compSurvTc12_20221207,../Data/connectivityMats/GBRLDp/enlargeDist1km/compSurvTc12/conMat_GBRLDp_1km_compSurvTc12_20221207.mat,GBRLDp,1,12,20221207,2022-23,2022,1207,1152,1152,7,2022
conMat_GBRLDp_1km_compSurvTc12_20221214,../Data/connectivityMats/GBRLDp/enlargeDist1km/compSurvTc12/conMat_GBRLDp_1km_compSurvTc12_20221214.mat,GBRLDp,1,12,20221214,2022-23,2022,1214,1153,1153,14,2022
