"reefName","outbreak","nObs","cotsPerTowMean","cotsPerTowMax","cotsPerTowMedian"
"U/N Reef (19-136c)",NaN,NaN,NaN,NaN,NaN
"Bait Reef (19-137)",1,16,0.0412842428912716,0.224489795918367,0.0184453227931489
"U/N Reef (19-138)",1,28,0.0203338967016993,0.517241379310345,0
"U/N Reef (19-139)",NaN,NaN,NaN,NaN,NaN
"Gable Reef (19-140)",NaN,NaN,NaN,NaN,NaN
"Stucco Reef (19-141)",NaN,NaN,NaN,NaN,NaN
"U/N Reef (19-239)",NaN,NaN,NaN,NaN,NaN
"U/N Reef (19-240)",NaN,NaN,NaN,NaN,NaN
"U/N Reef (19-241)",NaN,NaN,NaN,NaN,NaN
"U/N Reef (19-242)",NaN,NaN,NaN,NaN,NaN
"U/N Reef (19-243)",NaN,NaN,NaN,NaN,NaN
"U/N Reef (19-244)",NaN,NaN,NaN,NaN,NaN
"U/N Reef (19-245)",NaN,NaN,NaN,NaN,NaN
"U/N Reef (19-246)",NaN,NaN,NaN,NaN,NaN
"U/N Reef (19-247)",NaN,NaN,NaN,NaN,NaN
"(Big) Broadhurst Reef (No 2) (18-100b)",NaN,NaN,NaN,NaN,NaN
"Judith Wright Reef (18-101)",1,9,0.122287372757362,0.7,0.023696682464455
"U/N Reef (18-102)",NaN,NaN,NaN,NaN,NaN
"U/N Reef (18-103)",NaN,NaN,NaN,NaN,NaN
"U/N Reef (18-104)",NaN,NaN,NaN,NaN,NaN
"Banfield Reef (North) (18-105a)",1,5,1.28411342964152,6.09523809523809,0.0714285714285714
"Banfield Reef (South) (18-105b)",1,5,0.358461538461538,1.69230769230769,0
"(Little) Broadhurst Reef (18-106)",1,14,5.06961370970304,55.5873015873016,0.102889082462253
"U/N Reef (19-062)",NaN,NaN,NaN,NaN,NaN
"Kangaroo Reef (East) (19-063a)",0,8,0.00919678714859438,0.0481927710843374,0
"Kangaroo Reef (West) (19-063b)",0,8,0.00892857142857143,0.0357142857142857,0
"U/N Reef (19-064)",NaN,NaN,NaN,NaN,NaN
"U/N Reef (19-065)",NaN,NaN,NaN,NaN,NaN
"U/N Reef (19-066)",NaN,NaN,NaN,NaN,NaN
"Lath Reef (19-142)",NaN,NaN,NaN,NaN,NaN
"U/N Reef (19-143)",NaN,NaN,NaN,NaN,NaN
"U/N Reef (19-144)",NaN,NaN,NaN,NaN,NaN
"U/N Reef (19-145)",NaN,NaN,NaN,NaN,NaN
"Rafter Reef (19-146)",NaN,NaN,NaN,NaN,NaN
"Plaster Reef (19-147)",NaN,NaN,NaN,NaN,NaN
"Eave Reef (19-148)",NaN,NaN,NaN,NaN,NaN
"Brick Reef (19-149)",NaN,NaN,NaN,NaN,NaN
"U/N Reef (19-150)",NaN,NaN,NaN,NaN,NaN
"U/N Reef (19-248)",NaN,NaN,NaN,NaN,NaN
"U/N Reef (19-249)",NaN,NaN,NaN,NaN,NaN
"U/N Reef (19-250)",NaN,NaN,NaN,NaN,NaN
"U/N Reef (19-251)",NaN,NaN,NaN,NaN,NaN
"U/N Reef (19-252)",NaN,NaN,NaN,NaN,NaN
"U/N Reef (19-253)",NaN,NaN,NaN,NaN,NaN
"U/N Reef (19-254)",NaN,NaN,NaN,NaN,NaN
"U/N Reef (18-107)",NaN,NaN,NaN,NaN,NaN
"U/N Reef (18-108)",NaN,NaN,NaN,NaN,NaN
"U/N Reef (18-109)",NaN,NaN,NaN,NaN,NaN
"U/N Reef (18-110)",NaN,NaN,NaN,NaN,NaN
"Eagle Reef (18-111)",NaN,NaN,NaN,NaN,NaN
"Viper Reef (18-112)",0,16,0.012670647399421,0.111111111111111,0
"U/N Reef (18-113)",NaN,NaN,NaN,NaN,NaN
"U/N Reef (18-114)",NaN,NaN,NaN,NaN,NaN
"Jupiter Reef (18-115)",NaN,NaN,NaN,NaN,NaN
"U/N Reef (18-116)",NaN,NaN,NaN,NaN,NaN
"U/N Reef (18-117)",NaN,NaN,NaN,NaN,NaN
"U/N Reef (19-067)",NaN,NaN,NaN,NaN,NaN
"U/N Reef (19-068)",NaN,NaN,NaN,NaN,NaN
"U/N Reef (19-069)",NaN,NaN,NaN,NaN,NaN
"U/N Reef (19-070)",NaN,NaN,NaN,NaN,NaN
"Wallaby Reef (19-071)",NaN,NaN,NaN,NaN,NaN
"Tile Reef (19-151)",NaN,NaN,NaN,NaN,NaN
"Reimer Reef (19-152)",NaN,NaN,NaN,NaN,NaN
"U/N Reef (19-153)",NaN,NaN,NaN,NaN,NaN
"U/N Reef (19-154)",NaN,NaN,NaN,NaN,NaN
"U/N Reef (19-155)",NaN,NaN,NaN,NaN,NaN
"Girder Reef (19-156)",NaN,NaN,NaN,NaN,NaN
"Little Reef (19-157)",NaN,NaN,NaN,NaN,NaN
"U/N Reef (19-158)",NaN,NaN,NaN,NaN,NaN
"U/N Reef (19-255)",NaN,NaN,NaN,NaN,NaN
"U/N Reef (19-256)",NaN,NaN,NaN,NaN,NaN
"U/N Reef (19-257)",NaN,NaN,NaN,NaN,NaN
"U/N Reef (19-258)",NaN,NaN,NaN,NaN,NaN
"U/N Reef (19-259)",NaN,NaN,NaN,NaN,NaN
"U/N Reef (19-260)",NaN,NaN,NaN,NaN,NaN
"U/N Reef (19-261)",NaN,NaN,NaN,NaN,NaN
"U/N Reef (19-262)",NaN,NaN,NaN,NaN,NaN
"U/N Reef (19-263)",NaN,NaN,NaN,NaN,NaN
"U/N Reef (19-264)",NaN,NaN,NaN,NaN,NaN
"U/N Reef (19-265)",NaN,NaN,NaN,NaN,NaN
"U/N Reef (19-266)",NaN,NaN,NaN,NaN,NaN
"Shrimp Reef (18-118)",1,18,0.205841161051173,3.27450980392157,0.0157490079365079
"Lion Reef (18-119)",NaN,NaN,NaN,NaN,NaN
"Jaguar Reef (18-120)",0,9,0.0104104104104104,0.0666666666666667,0
"Hall Reef (North) (18-121a)",NaN,NaN,NaN,NaN,NaN
"Hall Reef (South) (18-121b)",NaN,NaN,NaN,NaN,NaN
"U/N Reef (18-122)",NaN,NaN,NaN,NaN,NaN
"U/N Reef (18-123)",NaN,NaN,NaN,NaN,NaN
"U/N Reef (18-124)",NaN,NaN,NaN,NaN,NaN
"Gould Reef (No 1) (19-072a)",NaN,NaN,NaN,NaN,NaN
"Gould Reef (No 2) (19-072b)",NaN,NaN,NaN,NaN,NaN
"Gould Reef (No 3) (19-072c)",NaN,NaN,NaN,NaN,NaN
"Gould Reef (No 4) (19-072d)",NaN,NaN,NaN,NaN,NaN
"Slate Reef (19-159)",0,23,0.00581399277051451,0.0303030303030303,0
"U/N Reef (19-160)",NaN,NaN,NaN,NaN,NaN
"U/N Reef (19-161)",NaN,NaN,NaN,NaN,NaN
"U/N Reef (19-162)",NaN,NaN,NaN,NaN,NaN
"U/N Reef (19-163)",NaN,NaN,NaN,NaN,NaN
"U/N Reef (19-164)",NaN,NaN,NaN,NaN,NaN
"Rib Reef (18-032)",1,34,0.818364031362181,8.54545454545454,0
"Pith Reef (18-033)",1,6,0.04,0.24,0
"Myrmidon Reef (18-034)",0,27,0.000805152979066023,0.0217391304347826,0
"Thread Shoal (18-035)",NaN,NaN,NaN,NaN,NaN
"Urchin Shoal (18-036)",NaN,NaN,NaN,NaN,NaN
"U/N Reef (18-125)",NaN,NaN,NaN,NaN,NaN
"U/N Reef (18-126)",NaN,NaN,NaN,NaN,NaN
"U/N Reef (18-127)",NaN,NaN,NaN,NaN,NaN
"U/N Reef (18-128)",NaN,NaN,NaN,NaN,NaN
"U/N Reef (18-129)",NaN,NaN,NaN,NaN,NaN
"U/N Reef (18-130)",NaN,NaN,NaN,NaN,NaN
"U/N Reef (18-131)",NaN,NaN,NaN,NaN,NaN
"U/N Reef (18-132)",NaN,NaN,NaN,NaN,NaN
"U/N Reef (18-133)",NaN,NaN,NaN,NaN,NaN
"U/N Reef (18-134)",NaN,NaN,NaN,NaN,NaN
"Gould Reef (No 5) (19-072e)",NaN,NaN,NaN,NaN,NaN
"U/N Reef (19-073)",NaN,NaN,NaN,NaN,NaN
"Cobham Reef (North) (19-074a)",NaN,NaN,NaN,NaN,NaN
"Cobham Reef (South) (19-074b)",NaN,NaN,NaN,NaN,NaN
"U/N Reef (19-165)",NaN,NaN,NaN,NaN,NaN
"U/N Reef (19-166)",NaN,NaN,NaN,NaN,NaN
"Thatch Reef (19-167)",NaN,NaN,NaN,NaN,NaN
"U/N Reef (19-168)",NaN,NaN,NaN,NaN,NaN
"U/N Reef (19-169)",NaN,NaN,NaN,NaN,NaN
"U/N Reef (19-170)",NaN,NaN,NaN,NaN,NaN
"U/N Reef (19-171)",NaN,NaN,NaN,NaN,NaN
"U/N Reef (19-172)",NaN,NaN,NaN,NaN,NaN
"Needle Reef (18-037)",1,3,1.28070175438596,3.84210526315789,0
"Thimble Shoal (18-038)",NaN,NaN,NaN,NaN,NaN
"Dip Reef (18-039)",1,24,0.190251572327044,4.56603773584906,0
"Arab Reef (18-040)",NaN,NaN,NaN,NaN,NaN
"Faraday Reef (18-041)",1,6,0.210144927536232,1,0
"Roxburgh Reef (18-042)",0,14,0,0,0
"Fore And Aft Reef (18-043)",1,19,0.323458462553633,4.33333333333333,0.0177165354330709
"U/N Reef (18-135)",NaN,NaN,NaN,NaN,NaN
"U/N Reef (18-136)",NaN,NaN,NaN,NaN,NaN
"U/N Reef (18-137)",NaN,NaN,NaN,NaN,NaN
"U/N Reef (18-138)",NaN,NaN,NaN,NaN,NaN
"U/N Reef (18-139)",NaN,NaN,NaN,NaN,NaN
"U/N Reef (18-800)",NaN,NaN,NaN,NaN,NaN
"Bramble Rock Reef (19-001)",NaN,NaN,NaN,NaN,NaN
"Martin Reef (19-075)",NaN,NaN,NaN,NaN,NaN
"Showers Reef (19-076)",1,10,0.126688815060908,0.790697674418605,0
"U/N Reef (19-077)",NaN,NaN,NaN,NaN,NaN
"U/N Reef (19-078)",NaN,NaN,NaN,NaN,NaN
"U/N Reef (19-079)",NaN,NaN,NaN,NaN,NaN
"U/N Reef (19-080)",NaN,NaN,NaN,NaN,NaN
"U/N Reef (19-173)",NaN,NaN,NaN,NaN,NaN
"U/N Reef (19-174)",NaN,NaN,NaN,NaN,NaN
"U/N Reef (19-175)",NaN,NaN,NaN,NaN,NaN
"U/N Reef (19-176)",NaN,NaN,NaN,NaN,NaN
"Crab Reef (19-177)",NaN,NaN,NaN,NaN,NaN
"U/N Reef (19-178)",NaN,NaN,NaN,NaN,NaN
"Howse Reef (19-179)",NaN,NaN,NaN,NaN,NaN
"Westmoreland Reef (18-044)",NaN,NaN,NaN,NaN,NaN
"Cotton Shoal (18-045)",NaN,NaN,NaN,NaN,NaN
"Coil Reef (18-046)",NaN,NaN,NaN,NaN,NaN
"Pelorus (North Palm or Yanooa) Reef (18-048)",NaN,NaN,NaN,NaN,NaN
"Orpheus (Goolboddi) Island Reef (No 1) (18-049a)",NaN,NaN,NaN,NaN,NaN
"Herald Island Reef (19-002)",NaN,NaN,NaN,NaN,NaN
"Rattlesnake Island Reef (19-003)",NaN,NaN,NaN,NaN,NaN
"Lorne Reef (19-004)",NaN,NaN,NaN,NaN,NaN
"Paluma Shoals (19-005)",NaN,NaN,NaN,NaN,NaN
"Orchard Rocks Reef (19-006)",NaN,NaN,NaN,NaN,NaN
"Ellen Reef (19-081)",NaN,NaN,NaN,NaN,NaN
"Elizabeth Reef (19-082)",1,10,0.150144195275009,1.41860465116279,0
"U/N Reef (19-083)",NaN,NaN,NaN,NaN,NaN
"U/N Reef (19-084)",NaN,NaN,NaN,NaN,NaN
"U/N Reef (19-085)",NaN,NaN,NaN,NaN,NaN
"U/N Reef (19-086)",NaN,NaN,NaN,NaN,NaN
"U/N Reef (19-087)",NaN,NaN,NaN,NaN,NaN
"U/N Reef (19-088)",NaN,NaN,NaN,NaN,NaN
"U/N Reef (19-089)",NaN,NaN,NaN,NaN,NaN
"Gargoyle Reef (19-180)",NaN,NaN,NaN,NaN,NaN
"U/N Reef (19-181)",NaN,NaN,NaN,NaN,NaN
"U/N Reef (19-182)",NaN,NaN,NaN,NaN,NaN
"U/N Reef (19-183)",NaN,NaN,NaN,NaN,NaN
"U/N Reef (19-184)",NaN,NaN,NaN,NaN,NaN
"U/N Reef (19-185)",NaN,NaN,NaN,NaN,NaN
"U/N Reef (19-186)",NaN,NaN,NaN,NaN,NaN
"Hewitt Reef (19-187)",NaN,NaN,NaN,NaN,NaN
"U/N Reef (19-188)",NaN,NaN,NaN,NaN,NaN
"Orpheus (Goolboddi) Island Reef (No 2) (18-049b)",NaN,NaN,NaN,NaN,NaN
"Orpheus (Goolboddi) Island Reef (No 3) (18-049c)",NaN,NaN,NaN,NaN,NaN
"Orpheus (Goolboddi) Island Reef (No 4) (18-049d)",NaN,NaN,NaN,NaN,NaN
"Orpheus (Goolboddi) Island Reef (No 5) (18-049e)",NaN,NaN,NaN,NaN,NaN
"Lady Elliot Reef (18-050)",NaN,NaN,NaN,NaN,NaN
"Pandora Reef (18-051)",NaN,NaN,NaN,NaN,NaN
"Curacoa (Noogoo) Reef (No 1) (18-052a)",NaN,NaN,NaN,NaN,NaN
"Cockle Bay Reef (19-009a)",NaN,NaN,NaN,NaN,NaN
"Magnetic Island Reef (No 1) (19-009b)",NaN,NaN,NaN,NaN,NaN
"Magnetic Island Reef (No 2) (19-009c)",NaN,NaN,NaN,NaN,NaN
"Magnetic Island Reef (No 3) (19-009d)",NaN,NaN,NaN,NaN,NaN
"Magnetic Island Reef (No 4) (19-009e)",NaN,NaN,NaN,NaN,NaN
"Magnetic Island Reef (No 5) (19-009f)",NaN,NaN,NaN,NaN,NaN
"U/N Reef (19-090)",NaN,NaN,NaN,NaN,NaN
"Eulalie Reef (19-091)",NaN,NaN,NaN,NaN,NaN
"U/N Reef (19-092)",NaN,NaN,NaN,NaN,NaN
"U/N Reef (19-093)",NaN,NaN,NaN,NaN,NaN
"U/N Reef (19-094)",NaN,NaN,NaN,NaN,NaN
"U/N Reef (19-095)",NaN,NaN,NaN,NaN,NaN
"U/N Reef (19-189)",NaN,NaN,NaN,NaN,NaN
"U/N Reef (19-190)",NaN,NaN,NaN,NaN,NaN
"U/N Reef (19-191)",NaN,NaN,NaN,NaN,NaN
"U/N Reef (19-192)",NaN,NaN,NaN,NaN,NaN
"U/N Reef (19-193)",NaN,NaN,NaN,NaN,NaN
"Curacoa (Noogoo) Reef (No 2) (18-052b)",NaN,NaN,NaN,NaN,NaN
"Fantome (Eumilli) Island Reef (18-053)",0,8,0,0,0
"Great Palm Island Reef (No 1) (18-054a)",NaN,NaN,NaN,NaN,NaN
"Magnetic Island Reef (No 6) (19-009g)",NaN,NaN,NaN,NaN,NaN
"Magnetic Island Reef (No 7) (19-009h)",NaN,NaN,NaN,NaN,NaN
"Magnetic Island Reef (No 8) (19-009j)",NaN,NaN,NaN,NaN,NaN
"U/N Reef (19-010)",NaN,NaN,NaN,NaN,NaN
"Middle Reef (19-011)",NaN,NaN,NaN,NaN,NaN
"Virago Shoal (19-012)",NaN,NaN,NaN,NaN,NaN
"Salamander Reef (19-013)",NaN,NaN,NaN,NaN,NaN
"Kennedy Reef (19-096)",NaN,NaN,NaN,NaN,NaN
"Net Reef (19-097)",NaN,NaN,NaN,NaN,NaN
"U/N Reef (19-194)",NaN,NaN,NaN,NaN,NaN
"Napier Reef (19-195)",NaN,NaN,NaN,NaN,NaN
"U/N Reef (19-196)",NaN,NaN,NaN,NaN,NaN
"Ross Reef (19-197)",NaN,NaN,NaN,NaN,NaN
"U/N Reef (19-198)",NaN,NaN,NaN,NaN,NaN
"U/N Reef (19-199)",NaN,NaN,NaN,NaN,NaN
"Great Palm Island Reef (No 2) (18-054b)",NaN,NaN,NaN,NaN,NaN
"Great Palm Island Reef (No 3) (18-054c)",NaN,NaN,NaN,NaN,NaN
"Great Palm Island Reef (No 4) (18-054d)",NaN,NaN,NaN,NaN,NaN
"Great Palm Island Reef (No 5) (18-054e)",NaN,NaN,NaN,NaN,NaN
"Great Palm Island Reef (No 6) (18-054f)",NaN,NaN,NaN,NaN,NaN
"Great Palm Island Reef (No 7) (18-054g)",NaN,NaN,NaN,NaN,NaN
"Bray Reef (19-016)",NaN,NaN,NaN,NaN,NaN
"Bald Reef (19-018)",NaN,NaN,NaN,NaN,NaN
"Bowden Reef (19-019)",1,27,0.317666365974117,4.21428571428571,0.025974025974026
"Morinda Shoal (19-020)",NaN,NaN,NaN,NaN,NaN
"Tink Shoal (19-021)",NaN,NaN,NaN,NaN,NaN
"Wilson Shoal (19-022)",NaN,NaN,NaN,NaN,NaN
"Wansfell Reef (19-098)",NaN,NaN,NaN,NaN,NaN
"Joist Reef (19-099)",NaN,NaN,NaN,NaN,NaN
"U/N Reef (19-101)",NaN,NaN,NaN,NaN,NaN
"Camp Reef (19-102)",NaN,NaN,NaN,NaN,NaN
"Holbourne Island Reef (No 1) (19-103a)",NaN,NaN,NaN,NaN,NaN
"U/N Reef (19-200)",NaN,NaN,NaN,NaN,NaN
"U/N Reef (19-201)",NaN,NaN,NaN,NaN,NaN
"U/N Reef (19-202)",NaN,NaN,NaN,NaN,NaN
"U/N Reef (19-203)",NaN,NaN,NaN,NaN,NaN
"Round Reef (19-204)",NaN,NaN,NaN,NaN,NaN
"Eclipse (Garoogubbee) Reef (18-058)",NaN,NaN,NaN,NaN,NaN
"Esk (Soopun) Reef (18-059)",NaN,NaN,NaN,NaN,NaN
"Barber (Boodthean) Reef (18-061)",NaN,NaN,NaN,NaN,NaN
"Brisk-Falcon Reef (18-062)",NaN,NaN,NaN,NaN,NaN
"Fly Island Reef (18-064)",NaN,NaN,NaN,NaN,NaN
"Pakhoi Bank (19-023)",NaN,NaN,NaN,NaN,NaN
"Prawn Reef (19-024)",0,9,0.0119247952106826,0.0447761194029851,0
"Castor Reef (19-025)",NaN,NaN,NaN,NaN,NaN
"U/N Reef (19-026)",NaN,NaN,NaN,NaN,NaN
"Pollux Reef (19-027)",1,5,1.04308823529412,4.8,0.0625
"Shell Reef (19-028)",1,11,2.11592962592963,20.2222222222222,0.0476190476190476
"Mid Reef (19-029)",1,6,2.26976926523297,8.34375,0.904793906810036
"Holbourne Island Reef (No 2) (19-103b)",NaN,NaN,NaN,NaN,NaN
"Middle Island Reef (19-106)",NaN,NaN,NaN,NaN,NaN
"Tideway Reef (No 1) (19-205a)",NaN,NaN,NaN,NaN,NaN
"Tideway Reef (No 2) (19-205b)",NaN,NaN,NaN,NaN,NaN
"Tideway Reef (No 3) (19-205c)",NaN,NaN,NaN,NaN,NaN
"U/N Reef (19-206)",NaN,NaN,NaN,NaN,NaN
"Havannah Reef (18-065)",0,18,0,0,0
"Acheron Reef (18-066)",NaN,NaN,NaN,NaN,NaN
"Phillips Reef (18-067)",NaN,NaN,NaN,NaN,NaN
"Cordelia Rocks Reef (18-068)",NaN,NaN,NaN,NaN,NaN
"Backnumbers Reef (18-069a)",NaN,NaN,NaN,NaN,NaN
"Braggs Reef (18-069b)",NaN,NaN,NaN,NaN,NaN
"U/N Reef (19-030)",NaN,NaN,NaN,NaN,NaN
"Crotan Reef (19-031)",1,2,9.09280303030303,17.7272727272727,9.09280303030303
"U/N Reef (19-032)",NaN,NaN,NaN,NaN,NaN
"U/N Reef (19-033)",NaN,NaN,NaN,NaN,NaN
"Tabias Reef (19-034)",NaN,NaN,NaN,NaN,NaN
"U/N Reef (19-035)",NaN,NaN,NaN,NaN,NaN
"U/N Reef (19-036)",NaN,NaN,NaN,NaN,NaN
"U/N Reef (19-037)",NaN,NaN,NaN,NaN,NaN
"Dingo Reef (No 1) (19-038a)",NaN,NaN,NaN,NaN,NaN
"Seagull Reef (19-107)",NaN,NaN,NaN,NaN,NaN
"U/N Reef (19-108)",NaN,NaN,NaN,NaN,NaN
"Fairey Reef (No 1) (19-109a)",NaN,NaN,NaN,NaN,NaN
"Fairey Reef (No 2) (19-109b)",NaN,NaN,NaN,NaN,NaN
"Hyde Reef (19-207)",0,24,0.00277777777777778,0.0666666666666667,0
"U/N Reef (19-208)",NaN,NaN,NaN,NaN,NaN
"Rebe Reef (19-209)",0,21,0,0,0
"U/N Reef (19-210)",NaN,NaN,NaN,NaN,NaN
"Arc Reef (18-070)",1,4,3.83116883116883,13.1428571428571,1.09090909090909
"Glow Reef (18-071)",1,5,1.74787878787879,4.8,0
"French Reef (18-072)",NaN,NaN,NaN,NaN,NaN
"Hopkinson Reef (18-073)",1,12,2.44574841925383,18.921568627451,0.0210615891926391
"Yankee Reef (18-074)",1,8,0.917254576104234,4.17241379310345,0.125703564727955
"John Brewer Reef (18-075)",1,35,1.47407012164048,34.02,0.00840336134453781
"Helix Reef (18-076)",1,22,1.09953644840008,16.45,0
"Grub Reef (18-077)",1,16,0.861024350918205,7.01408450704225,0.0233062330623306
"Dingo Reef (No 2) (19-038b)",NaN,NaN,NaN,NaN,NaN
"Dingo Reef (No 3) (19-038c)",NaN,NaN,NaN,NaN,NaN
"Dingo Reef (No 4) (19-038d)",NaN,NaN,NaN,NaN,NaN
"Dingo Reef (No 5) (19-038e)",NaN,NaN,NaN,NaN,NaN
"Fairey Reef (No 3) (19-109c)",NaN,NaN,NaN,NaN,NaN
"Rattray Reef (19-110)",NaN,NaN,NaN,NaN,NaN
"U/N Reef (19-111)",NaN,NaN,NaN,NaN,NaN
"U/N Reef (19-112)",NaN,NaN,NaN,NaN,NaN
"U/N Reef (19-113)",NaN,NaN,NaN,NaN,NaN
"Wackett Reef (19-211)",NaN,NaN,NaN,NaN,NaN
"Oom Reef (19-212)",NaN,NaN,NaN,NaN,NaN
"U/N Reef (19-213)",NaN,NaN,NaN,NaN,NaN
"Wyatt Earp Reef (19-214)",NaN,NaN,NaN,NaN,NaN
"Sharon Shoal (No 1) (19-215a)",NaN,NaN,NaN,NaN,NaN
"Sharon Shoal (No 2) (19-215b)",NaN,NaN,NaN,NaN,NaN
"Sharon Shoal (No 3) (19-215c)",NaN,NaN,NaN,NaN,NaN
"Lodestone Reef (18-078)",1,16,2.41871160160953,21.1764705882353,0.0421610169491525
"Keeper Reef (18-079)",1,17,3.65318400110399,28.38,0.0408163265306122
"Bowl Reef (18-080)",NaN,NaN,NaN,NaN,NaN
"Knife Reef (18-081)",1,18,0.197481119703342,2.66666666666667,0
"Cowboys Reef (18-082)",NaN,NaN,NaN,NaN,NaN
"Fork Reef (18-083)",1,13,0.0653396109936935,0.529411764705882,0
"Dingo Reef (No 6) (19-038f)",NaN,NaN,NaN,NaN,NaN
"U/N Reef (19-039)",NaN,NaN,NaN,NaN,NaN
"U/N Reef (19-040)",1,1,0.285714285714286,0.285714285714286,0.285714285714286
"U/N Reef (19-041)",NaN,NaN,NaN,NaN,NaN
"U/N Reef (19-042)",NaN,NaN,NaN,NaN,NaN
"U/N Reef (19-114)",NaN,NaN,NaN,NaN,NaN
"U/N Reef (19-115)",NaN,NaN,NaN,NaN,NaN
"Knuckle Reef (19-116)",NaN,NaN,NaN,NaN,NaN
"U/N Reef (19-117)",NaN,NaN,NaN,NaN,NaN
"U/N Reef (19-118a)",NaN,NaN,NaN,NaN,NaN
"U/N Reef (19-118b)",NaN,NaN,NaN,NaN,NaN
"U/N Reef (19-118c)",NaN,NaN,NaN,NaN,NaN
"U/N Reef (19-118d)",NaN,NaN,NaN,NaN,NaN
"Sharon Shoal (No 4) (19-215d)",NaN,NaN,NaN,NaN,NaN
"U/N Reef (19-216)",NaN,NaN,NaN,NaN,NaN
"U/N Reef (19-217)",NaN,NaN,NaN,NaN,NaN
"Williams Reef (19-218)",NaN,NaN,NaN,NaN,NaN
"Conder Reef (19-219)",0,9,0.0319122968065255,0.130434782608696,0.0158730158730159
"Cup Reef (North) (18-084a)",NaN,NaN,NaN,NaN,NaN
"Cup Reef (South) (18-084b)",NaN,NaN,NaN,NaN,NaN
"Saucer Reef (18-084c)",NaN,NaN,NaN,NaN,NaN
"Spoon Reef (North) (18-085a)",NaN,NaN,NaN,NaN,NaN
"Spoon Reef (South) (18-085b)",NaN,NaN,NaN,NaN,NaN
"Chicken Reef (18-086)",1,34,0.311281160102858,3.95744680851064,0
"Anzac Reefs (No 1) (18-087)",NaN,NaN,NaN,NaN,NaN
"Darley Reef (19-043)",NaN,NaN,NaN,NaN,NaN
"Faith Reef (19-044)",1,22,0.684384324382336,8.71052631578947,0.0317540322580645
"Stanley Reef (19-045)",1,13,1.04147439486525,11.08,0.0123456790123457
"U/N Reef (19-118e)",NaN,NaN,NaN,NaN,NaN
"U/N Reef (19-118f)",NaN,NaN,NaN,NaN,NaN
"U/N Reef (19-119)",NaN,NaN,NaN,NaN,NaN
"Outlier Reef (19-120)",NaN,NaN,NaN,NaN,NaN
"U/N Reef (19-121)",NaN,NaN,NaN,NaN,NaN
"U/N Reef (19-122)",NaN,NaN,NaN,NaN,NaN
"U/N Reef (19-123)",NaN,NaN,NaN,NaN,NaN
"U/N Reef (19-124)",NaN,NaN,NaN,NaN,NaN
"White Tip Reef (19-220)",NaN,NaN,NaN,NaN,NaN
"Bond Reef (19-221)",NaN,NaN,NaN,NaN,NaN
"Abott Reef (19-222)",NaN,NaN,NaN,NaN,NaN
"U/N Reef (19-223)",NaN,NaN,NaN,NaN,NaN
"U/N Reef (19-224)",NaN,NaN,NaN,NaN,NaN
"U/N Reef (19-225)",NaN,NaN,NaN,NaN,NaN
"Kerwin Reef (19-226)",NaN,NaN,NaN,NaN,NaN
"Centipede Reef (18-088)",1,17,0.167161996866433,1.82456140350877,0.0149253731343284
"Anzac Reefs (No 2) (18-089)",NaN,NaN,NaN,NaN,NaN
"Anzac Reefs (No 3) (18-090)",NaN,NaN,NaN,NaN,NaN
"Lynchs Reef (18-091)",1,9,0.102549601011275,0.681159420289855,0.0158730158730159
"Anzac Reefs (No 4) (18-092)",NaN,NaN,NaN,NaN,NaN
"Anzac Reefs (No 5) (18-093)",NaN,NaN,NaN,NaN,NaN
"Anzac Reefs (No 6) (18-094)",NaN,NaN,NaN,NaN,NaN
"Hope Reef (19-046)",1,6,0.204714640198511,0.615384615384615,0
"Charity Reef (19-047)",1,14,2.23548625075719,15.7567567567568,0
"Old Reef (19-048)",1,5,5.8497435116017,21.9194630872483,0.161764705882353
"Lynx Reef (19-049)",NaN,NaN,NaN,NaN,NaN
"Leopard Reef (19-050)",NaN,NaN,NaN,NaN,NaN
"U/N Reef (19-051)",NaN,NaN,NaN,NaN,NaN
"U/N Reef (19-052)",NaN,NaN,NaN,NaN,NaN
"U/N Reef (19-125)",NaN,NaN,NaN,NaN,NaN
"U/N Reef (19-126)",NaN,NaN,NaN,NaN,NaN
"Block Reef (19-127)",NaN,NaN,NaN,NaN,NaN
"Line Reef (19-128)",NaN,NaN,NaN,NaN,NaN
"U/N Reef (19-129)",NaN,NaN,NaN,NaN,NaN
"U/N Reef (20-608)",NaN,NaN,NaN,NaN,NaN
"U/N Reef (20-609)",NaN,NaN,NaN,NaN,NaN
"U/N Reef (20-610)",NaN,NaN,NaN,NaN,NaN
"U/N Reef (20-611)",NaN,NaN,NaN,NaN,NaN
"U/N Reef (20-612)",NaN,NaN,NaN,NaN,NaN
"U/N Reef (20-613)",NaN,NaN,NaN,NaN,NaN
"U/N Reef (20-614)",NaN,NaN,NaN,NaN,NaN
"U/N Reef (20-615)",NaN,NaN,NaN,NaN,NaN
"U/N Reef (20-616)",NaN,NaN,NaN,NaN,NaN
"U/N Reef (20-617)",NaN,NaN,NaN,NaN,NaN
"U/N Reef (20-618)",NaN,NaN,NaN,NaN,NaN
"U/N Reef (20-619)",NaN,NaN,NaN,NaN,NaN
"Hull Reef (21-045)",NaN,NaN,NaN,NaN,NaN
"Elamang Reef (21-046)",NaN,NaN,NaN,NaN,NaN
"Still Reef (21-047)",NaN,NaN,NaN,NaN,NaN
