"reefName","cotsPerTowMean","cotsPerTowMedian","nObs","x","y","area"
"U/N Reef (21-629)",NaN,NaN,NaN,NaN,NaN,NaN
"U/N Reef (21-630)",NaN,NaN,NaN,NaN,NaN,NaN
"U/N Reef (21-800)",NaN,NaN,NaN,NaN,NaN,NaN
"U/N Reef (21-801)",NaN,NaN,NaN,NaN,NaN,NaN
"U/N Reef (21-804)",NaN,NaN,NaN,NaN,NaN,NaN
"U/N Reef (21-805)",NaN,NaN,NaN,NaN,NaN,NaN
"U/N Reef (21-806)",NaN,NaN,NaN,NaN,NaN,NaN
"U/N Reef (21-807)",NaN,NaN,NaN,NaN,NaN,NaN
"U/N Reef (21-808)",NaN,NaN,NaN,NaN,NaN,NaN
"U/N Reef (21-809)",NaN,NaN,NaN,NaN,NaN,NaN
"U/N Reef (21-810)",NaN,NaN,NaN,NaN,NaN,NaN
"U/N Reef (21-454)",NaN,NaN,NaN,NaN,NaN,NaN
"U/N Reef (21-455)",NaN,NaN,NaN,NaN,NaN,NaN
"U/N Reef (21-456)",NaN,NaN,NaN,NaN,NaN,NaN
"U/N Reef (21-457)",NaN,NaN,NaN,NaN,NaN,NaN
"U/N Reef (21-458)",NaN,NaN,NaN,NaN,NaN,NaN
"Heralds Prong No 2 (21-459)",NaN,NaN,NaN,NaN,NaN,NaN
"U/N Reef (21-531)",NaN,NaN,NaN,NaN,NaN,NaN
"U/N Reef (21-532)",NaN,NaN,NaN,NaN,NaN,NaN
"U/N Reef (21-533)",NaN,NaN,NaN,NaN,NaN,NaN
"U/N Reef (21-534)",NaN,NaN,NaN,NaN,NaN,NaN
"U/N Reef (21-535)",NaN,NaN,NaN,NaN,NaN,NaN
"Mervs Reef (21-536)",NaN,NaN,NaN,NaN,NaN,NaN
"U/N Reef (21-537)",NaN,NaN,NaN,NaN,NaN,NaN
"U/N Reef (21-631)",NaN,NaN,NaN,NaN,NaN,NaN
"U/N Reef (21-632)",NaN,NaN,NaN,NaN,NaN,NaN
"U/N Reef (21-633)",NaN,NaN,NaN,NaN,NaN,NaN
"U/N Reef (21-634)",NaN,NaN,NaN,NaN,NaN,NaN
"U/N Reef (21-635)",NaN,NaN,NaN,NaN,NaN,NaN
"U/N Reef (21-636)",NaN,NaN,NaN,NaN,NaN,NaN
"U/N Reef (21-637)",NaN,NaN,NaN,NaN,NaN,NaN
"U/N Reef (21-638)",NaN,NaN,NaN,NaN,NaN,NaN
"U/N Reef (21-639)",NaN,NaN,NaN,NaN,NaN,NaN
"U/N Reef (21-640)",NaN,NaN,NaN,NaN,NaN,NaN
"U/N Reef (21-641)",NaN,NaN,NaN,NaN,NaN,NaN
"U/N Reef (21-642)",NaN,NaN,NaN,NaN,NaN,NaN
"U/N Reef (21-811)",NaN,NaN,NaN,NaN,NaN,NaN
"U/N Reef (21-812)",NaN,NaN,NaN,NaN,NaN,NaN
"U/N Reef (21-813)",NaN,NaN,NaN,NaN,NaN,NaN
"U/N Reef (21-814)",NaN,NaN,NaN,NaN,NaN,NaN
"U/N Reef (21-815)",NaN,NaN,NaN,NaN,NaN,NaN
"U/N Reef (21-816)",NaN,NaN,NaN,NaN,NaN,NaN
"U/N Reef (21-817)",NaN,NaN,NaN,NaN,NaN,NaN
"U/N Reef (21-818)",NaN,NaN,NaN,NaN,NaN,NaN
"U/N Reef (21-819)",NaN,NaN,NaN,NaN,NaN,NaN
"U/N Reef (21-820)",NaN,NaN,NaN,NaN,NaN,NaN
"U/N Reef (21-821)",NaN,NaN,NaN,NaN,NaN,NaN
"U/N Reef (21-822)",NaN,NaN,NaN,NaN,NaN,NaN
"U/N Reef (21-465)",0.344125783606807,0.0661779324055666,6,151.88204956,-21.80438995,32416108.82
"U/N Reef (21-466)",0.00381957788566364,0.00289017341040462,4,151.98693848,-21.83785439,24010089.54
"U/N Reef (21-467)",0.00155763239875389,0,6,151.92630005,-21.8867054,10462782.89
"Emperor Reef (21-538)",0.012949749940462,0,5,152.44381714,-21.8837204,22515968.94
"U/N Reef (21-539)",0,0,4,152.27110291,-21.94011307,16567354.6
"U/N Reef (21-540)",NaN,NaN,NaN,NaN,NaN,NaN
"U/N Reef (21-541)",NaN,NaN,NaN,NaN,NaN,NaN
"U/N Reef (21-542)",0.0384615384615385,0.0384615384615385,4,152.46600342,-21.91745758,3083956.373
"Long Reef (21-543)",NaN,NaN,NaN,NaN,NaN,NaN
"U/N Reef (21-643)",NaN,NaN,NaN,NaN,NaN,NaN
"U/N Reef (21-644)",NaN,NaN,NaN,NaN,NaN,NaN
"U/N Reef (21-645)",NaN,NaN,NaN,NaN,NaN,NaN
"U/N Reef (21-655)",NaN,NaN,NaN,NaN,NaN,NaN
"U/N Reef (21-656)",NaN,NaN,NaN,NaN,NaN,NaN
"U/N Reef (21-657)",NaN,NaN,NaN,NaN,NaN,NaN
"U/N Reef (21-658)",NaN,NaN,NaN,NaN,NaN,NaN
"U/N Reef (21-659)",NaN,NaN,NaN,NaN,NaN,NaN
"U/N Reef (21-660)",NaN,NaN,NaN,NaN,NaN,NaN
"U/N Reef (21-661)",NaN,NaN,NaN,NaN,NaN,NaN
"U/N Reef (21-663)",NaN,NaN,NaN,NaN,NaN,NaN
"U/N Reef (21-823)",NaN,NaN,NaN,NaN,NaN,NaN
"U/N Reef (21-824)",NaN,NaN,NaN,NaN,NaN,NaN
"U/N Reef (21-825)",NaN,NaN,NaN,NaN,NaN,NaN
"U/N Reef (21-826)",NaN,NaN,NaN,NaN,NaN,NaN
"U/N Reef (21-827)",NaN,NaN,NaN,NaN,NaN,NaN
"U/N Reef (21-828)",NaN,NaN,NaN,NaN,NaN,NaN
"U/N Reef (21-460)",0,0,5,151.74217224,-21.71146393,21827965.65
"U/N Reef (21-461)",NaN,NaN,NaN,NaN,NaN,NaN
"U/N Reef (21-462)",NaN,NaN,NaN,NaN,NaN,NaN
"U/N Reef (21-463)",NaN,NaN,NaN,NaN,NaN,NaN
"U/N Reef (21-464)",0.0044390243902439,0,5,151.77368164,-21.75589371,11413621.98
"U/N Reef (21-544)",0.00382694659600489,0,5,152.10873413,-21.92170143,20325067.31
"Moon Reef (21-545)",NaN,NaN,NaN,NaN,NaN,NaN
"U/N Reef (21-546)",NaN,NaN,NaN,NaN,NaN,NaN
"U/N Reef (21-547)",NaN,NaN,NaN,NaN,NaN,NaN
"U/N Reef (21-664)",NaN,NaN,NaN,NaN,NaN,NaN
"U/N Reef (21-665)",NaN,NaN,NaN,NaN,NaN,NaN
"U/N Reef (21-666)",NaN,NaN,NaN,NaN,NaN,NaN
"U/N Reef (21-667)",NaN,NaN,NaN,NaN,NaN,NaN
"U/N Reef (21-668)",NaN,NaN,NaN,NaN,NaN,NaN
"U/N Reef (21-669)",NaN,NaN,NaN,NaN,NaN,NaN
"U/N Reef (21-670)",NaN,NaN,NaN,NaN,NaN,NaN
"U/N Reef (21-671)",NaN,NaN,NaN,NaN,NaN,NaN
"U/N Reef (21-672)",NaN,NaN,NaN,NaN,NaN,NaN
"U/N Reef (21-673)",NaN,NaN,NaN,NaN,NaN,NaN
"U/N Reef (21-674)",NaN,NaN,NaN,NaN,NaN,NaN
"Wild Duck Island Reef (No 1) (22-003a)",NaN,NaN,NaN,NaN,NaN,NaN
"Wild Duck Island Reef (No 2) (22-003b)",NaN,NaN,NaN,NaN,NaN,NaN
"Infelix Islets Reef (22-005)",NaN,NaN,NaN,NaN,NaN,NaN
"U/N Reef (21-468)",NaN,NaN,NaN,NaN,NaN,NaN
"U/N Reef (21-469)",NaN,NaN,NaN,NaN,NaN,NaN
"U/N Reef (21-470)",NaN,NaN,NaN,NaN,NaN,NaN
"U/N Reef (21-471)",NaN,NaN,NaN,NaN,NaN,NaN
"U/N Reef (21-472)",NaN,NaN,NaN,NaN,NaN,NaN
"U/N Reef (21-473)",NaN,NaN,NaN,NaN,NaN,NaN
"U/N Reef (21-474)",NaN,NaN,NaN,NaN,NaN,NaN
"Poulson Reef (21-548)",0.0238095238095238,0,4,152.45889282,-21.93623352,3125462.973
"Pike Reef (21-549)",0.00123076923076923,0,5,152.42330933,-21.94807434,14918809.17
"U/N Reef (21-550)",0.0444444444444444,0,12,152.31266785,-21.95143318,7869827.092
"U/N Reef (21-551)",0.190311962453221,0.0622429278938974,6,152.0556488,-21.96060562,21972997
"U/N Reef (21-675)",NaN,NaN,NaN,NaN,NaN,NaN
"U/N Reef (21-676)",NaN,NaN,NaN,NaN,NaN,NaN
"U/N Reef (21-677)",NaN,NaN,NaN,NaN,NaN,NaN
"U/N Reef (21-678)",NaN,NaN,NaN,NaN,NaN,NaN
"U/N Reef (21-679)",NaN,NaN,NaN,NaN,NaN,NaN
"U/N Reef (21-680)",NaN,NaN,NaN,NaN,NaN,NaN
"U/N Reef (21-681)",NaN,NaN,NaN,NaN,NaN,NaN
"U/N Reef (21-682)",NaN,NaN,NaN,NaN,NaN,NaN
"U/N Reef (21-683)",NaN,NaN,NaN,NaN,NaN,NaN
"U/N Reef (21-684)",NaN,NaN,NaN,NaN,NaN,NaN
"U/N Reef (21-685)",NaN,NaN,NaN,NaN,NaN,NaN
"North Point Cays Reef (22-007)",NaN,NaN,NaN,NaN,NaN,NaN
"Brooks Shoal (22-008)",NaN,NaN,NaN,NaN,NaN,NaN
"Barren Island Reef (22-009)",NaN,NaN,NaN,NaN,NaN,NaN
"Roundish Reef (22-010)",NaN,NaN,NaN,NaN,NaN,NaN
"South Barren Reef (22-012)",NaN,NaN,NaN,NaN,NaN,NaN
"Obstruction Shoals (22-013)",NaN,NaN,NaN,NaN,NaN,NaN
"U/N Reef (22-014)",NaN,NaN,NaN,NaN,NaN,NaN
"U/N Reef (21-475)",NaN,NaN,NaN,NaN,NaN,NaN
"U/N Reef (21-476)",NaN,NaN,NaN,NaN,NaN,NaN
"U/N Reef (21-477)",NaN,NaN,NaN,NaN,NaN,NaN
"U/N Reef (21-478)",NaN,NaN,NaN,NaN,NaN,NaN
"U/N Reef (21-479)",NaN,NaN,NaN,NaN,NaN,NaN
"U/N Reef (21-294)",NaN,NaN,NaN,NaN,NaN,NaN
"U/N Reef (21-295)",NaN,NaN,NaN,NaN,NaN,NaN
"U/N Reef (21-296)",0,0,7,152.55335999,-21.33865738,6047972.799
"U/N Reef (21-297a)",NaN,NaN,NaN,NaN,NaN,NaN
"U/N Reef (21-297b)",NaN,NaN,NaN,NaN,NaN,NaN
"Whites Bay Reef (21-396)",NaN,NaN,NaN,NaN,NaN,NaN
"West Spur Reef (21-398)",NaN,NaN,NaN,NaN,NaN,NaN
"East Spur Reef (21-399)",NaN,NaN,NaN,NaN,NaN,NaN
"Howard Islet Reef (21-401)",NaN,NaN,NaN,NaN,NaN,NaN
"Hixson Islet Reef (21-402)",NaN,NaN,NaN,NaN,NaN,NaN
"U/N Reef (21-124)",NaN,NaN,NaN,NaN,NaN,NaN
"U/N Reef (21-125)",NaN,NaN,NaN,NaN,NaN,NaN
"U/N Reef (21-126)",NaN,NaN,NaN,NaN,NaN,NaN
"U/N Reef (21-127a)",NaN,NaN,NaN,NaN,NaN,NaN
"U/N Reef (21-127b)",NaN,NaN,NaN,NaN,NaN,NaN
"U/N Reef (21-208)",NaN,NaN,NaN,NaN,NaN,NaN
"U/N Reef (21-209)",NaN,NaN,NaN,NaN,NaN,NaN
"U/N Reef (21-210)",NaN,NaN,NaN,NaN,NaN,NaN
"U/N Reef (21-211)",NaN,NaN,NaN,NaN,NaN,NaN
"U/N Reef (21-212)",NaN,NaN,NaN,NaN,NaN,NaN
"U/N Reef (21-213)",NaN,NaN,NaN,NaN,NaN,NaN
"U/N Reef (21-297c)",NaN,NaN,NaN,NaN,NaN,NaN
"U/N Reef (21-297d)",NaN,NaN,NaN,NaN,NaN,NaN
"U/N Reef (21-298)",NaN,NaN,NaN,NaN,NaN,NaN
"U/N Reef (21-299)",NaN,NaN,NaN,NaN,NaN,NaN
"U/N Reef (21-300a)",NaN,NaN,NaN,NaN,NaN,NaN
"U/N Reef (21-300b)",NaN,NaN,NaN,NaN,NaN,NaN
"U/N Reef (21-301)",NaN,NaN,NaN,NaN,NaN,NaN
"U/N Reef (21-302)",0,0,7,152.58131409,-21.43224525,4572939.777
"South Island Reef (No 1) (21-403a)",NaN,NaN,NaN,NaN,NaN,NaN
"South Island Reef (No 2) (21-403b)",NaN,NaN,NaN,NaN,NaN,NaN
"South East Islets Reef (21-406)",NaN,NaN,NaN,NaN,NaN,NaN
"Storm Reef (21-128)",NaN,NaN,NaN,NaN,NaN,NaN
"U/N Reef (21-129)",NaN,NaN,NaN,NaN,NaN,NaN
"Zodiac Reef (21-214)",NaN,NaN,NaN,NaN,NaN,NaN
"U/N Reef (21-215)",NaN,NaN,NaN,NaN,NaN,NaN
"U/N Reef (21-216)",NaN,NaN,NaN,NaN,NaN,NaN
"U/N Reef (21-217)",NaN,NaN,NaN,NaN,NaN,NaN
"U/N Reef (21-218)",NaN,NaN,NaN,NaN,NaN,NaN
"U/N Reef (21-219)",NaN,NaN,NaN,NaN,NaN,NaN
"U/N Reef (21-220)",NaN,NaN,NaN,NaN,NaN,NaN
"U/N Reef (21-303)",NaN,NaN,NaN,NaN,NaN,NaN
"U/N Reef (21-304)",NaN,NaN,NaN,NaN,NaN,NaN
"East Cay Reef (21-305)",0.0524330495134732,0,25,152.56459045,-21.48348045,8927895.827
"U/N Reef (21-306)",NaN,NaN,NaN,NaN,NaN,NaN
"U/N Reef (21-307)",NaN,NaN,NaN,NaN,NaN,NaN
"Bamborough Island Reef (No 1) (21-414a)",NaN,NaN,NaN,NaN,NaN,NaN
"Bamborough Island Reef (No 2) (21-414b)",NaN,NaN,NaN,NaN,NaN,NaN
"Jeffreys Rocks Reef (21-415)",NaN,NaN,NaN,NaN,NaN,NaN
"U/N Reef (21-130)",NaN,NaN,NaN,NaN,NaN,NaN
"Nancy Foster Reef (21-131)",NaN,NaN,NaN,NaN,NaN,NaN
"U/N Reef (21-132)",NaN,NaN,NaN,NaN,NaN,NaN
"U/N Reef (21-133)",NaN,NaN,NaN,NaN,NaN,NaN
"U/N Reef (21-134)",NaN,NaN,NaN,NaN,NaN,NaN
"U/N Reef (21-221)",NaN,NaN,NaN,NaN,NaN,NaN
"U/N Reef (21-222)",NaN,NaN,NaN,NaN,NaN,NaN
"U/N Reef (21-223)",NaN,NaN,NaN,NaN,NaN,NaN
"U/N Reef (21-224)",NaN,NaN,NaN,NaN,NaN,NaN
"U/N Reef (21-225)",NaN,NaN,NaN,NaN,NaN,NaN
"U/N Reef (21-226)",NaN,NaN,NaN,NaN,NaN,NaN
"U/N Reef (21-227)",NaN,NaN,NaN,NaN,NaN,NaN
"Temple Island Reef (21-308)",NaN,NaN,NaN,NaN,NaN,NaN
"U/N Reef (21-309)",NaN,NaN,NaN,NaN,NaN,NaN
"U/N Reef (21-310)",NaN,NaN,NaN,NaN,NaN,NaN
"U/N Reef (21-312)",NaN,NaN,NaN,NaN,NaN,NaN
"U/N Reef (21-313)",NaN,NaN,NaN,NaN,NaN,NaN
"U/N Reef (21-314)",NaN,NaN,NaN,NaN,NaN,NaN
"U/N Reef (21-315)",NaN,NaN,NaN,NaN,NaN,NaN
"West Hill Reef (21-316)",NaN,NaN,NaN,NaN,NaN,NaN
"Coquet Reef (21-417)",NaN,NaN,NaN,NaN,NaN,NaN
"Hunter Island Reef (No 1) (21-418a)",NaN,NaN,NaN,NaN,NaN,NaN
"Hunter Island Reef (No 2) (21-418b)",NaN,NaN,NaN,NaN,NaN,NaN
"U/N Reef (21-135)",NaN,NaN,NaN,NaN,NaN,NaN
"U/N Reef (21-136)",NaN,NaN,NaN,NaN,NaN,NaN
"U/N Reef (21-137)",0,0,4,151.41903687,-21.40195084,1881109.31
"U/N Reef (21-138)",NaN,NaN,NaN,NaN,NaN,NaN
"U/N Reef (21-139)",0.00178197064989518,0,12,151.46914673,-21.47309494,14339010.37
"U/N Reef (21-228)",NaN,NaN,NaN,NaN,NaN,NaN
"U/N Reef (21-229)",NaN,NaN,NaN,NaN,NaN,NaN
"U/N Reef (21-230)",NaN,NaN,NaN,NaN,NaN,NaN
"U/N Reef (21-231)",NaN,NaN,NaN,NaN,NaN,NaN
"U/N Reef (21-232)",NaN,NaN,NaN,NaN,NaN,NaN
"U/N Reef (21-233)",NaN,NaN,NaN,NaN,NaN,NaN
"U/N Reef (21-234)",NaN,NaN,NaN,NaN,NaN,NaN
"Lavers Reef (21-235)",NaN,NaN,NaN,NaN,NaN,NaN
"Ferdinand Shoal (21-317)",NaN,NaN,NaN,NaN,NaN,NaN
"Waratah Island Reef (21-318)",NaN,NaN,NaN,NaN,NaN,NaN
"Waratah Shoal (21-319)",NaN,NaN,NaN,NaN,NaN,NaN
"Tupper Shoal (21-320)",NaN,NaN,NaN,NaN,NaN,NaN
"Yaralla Shoal (21-322)",NaN,NaN,NaN,NaN,NaN,NaN
"Harry Shoal (North) (21-324a)",NaN,NaN,NaN,NaN,NaN,NaN
"Harry Shoal (South) (21-324b)",NaN,NaN,NaN,NaN,NaN,NaN
"Hotspur Islets Reef (21-059)",NaN,NaN,NaN,NaN,NaN,NaN
"U/N Reef (21-060)",0.526269560594503,0,9,150.59155273,-21.01289177,1618848.008
"U/N Reef (21-061)",NaN,NaN,NaN,NaN,NaN,NaN
"U/N Reef (21-140)",0,0,8,151.2865448,-21.48459435,5733526.44
"U/N Reef (21-141)",NaN,NaN,NaN,NaN,NaN,NaN
"U/N Reef (21-142)",NaN,NaN,NaN,NaN,NaN,NaN
"U/N Reef (21-143)",NaN,NaN,NaN,NaN,NaN,NaN
"U/N Reef (21-144)",NaN,NaN,NaN,NaN,NaN,NaN
"U/N Reef (21-236)",NaN,NaN,NaN,NaN,NaN,NaN
"U/N Reef (21-237)",NaN,NaN,NaN,NaN,NaN,NaN
"U/N Reef (21-238)",NaN,NaN,NaN,NaN,NaN,NaN
"Hirst Reef (21-325)",NaN,NaN,NaN,NaN,NaN,NaN
"Kilgour Shoal (21-326)",NaN,NaN,NaN,NaN,NaN,NaN
"Wallace Reef (21-327)",NaN,NaN,NaN,NaN,NaN,NaN
"Tinonee Bank (21-328)",NaN,NaN,NaN,NaN,NaN,NaN
"Planter Shoal (21-329)",NaN,NaN,NaN,NaN,NaN,NaN
"Bluff Island Reef (21-331)",NaN,NaN,NaN,NaN,NaN,NaN
"U/N Reef (21-062)",0.395163206947406,0.151098901098901,8,150.8651123,-21.03121948,5051734.957
"U/N Reef (21-063)",NaN,NaN,NaN,NaN,NaN,NaN
"U/N Reef (21-064)",0.499397860593513,0.148695652173913,10,150.77798462,-21.05713272,2418481.06
"U/N Reef (21-065)",NaN,NaN,NaN,NaN,NaN,NaN
"U/N Reef (21-066)",NaN,NaN,NaN,NaN,NaN,NaN
"U/N Reef (21-067)",NaN,NaN,NaN,NaN,NaN,NaN
"U/N Reef (21-145a)",NaN,NaN,NaN,NaN,NaN,NaN
"U/N Reef (21-145b)",NaN,NaN,NaN,NaN,NaN,NaN
"U/N Reef (21-145c)",NaN,NaN,NaN,NaN,NaN,NaN
"U/N Reef (21-146)",NaN,NaN,NaN,NaN,NaN,NaN
"U/N Reef (21-147)",NaN,NaN,NaN,NaN,NaN,NaN
"U/N Reef (21-239)",NaN,NaN,NaN,NaN,NaN,NaN
"U/N Reef (21-240)",NaN,NaN,NaN,NaN,NaN,NaN
"Centenery Reef (21-241)",NaN,NaN,NaN,NaN,NaN,NaN
"U/N Reef (21-242a)",NaN,NaN,NaN,NaN,NaN,NaN
"U/N Reef (21-242b)",NaN,NaN,NaN,NaN,NaN,NaN
"Treble Reef (21-333)",NaN,NaN,NaN,NaN,NaN,NaN
"Curlew Reef (21-334)",NaN,NaN,NaN,NaN,NaN,NaN
"U/N Reef (21-336)",NaN,NaN,NaN,NaN,NaN,NaN
"Pearl Shoal (21-337)",NaN,NaN,NaN,NaN,NaN,NaN
"Slattery Shoal (21-338)",NaN,NaN,NaN,NaN,NaN,NaN
"U/N Reef (21-068)",NaN,NaN,NaN,NaN,NaN,NaN
"U/N Reef (21-069)",NaN,NaN,NaN,NaN,NaN,NaN
"U/N Reef (21-070)",NaN,NaN,NaN,NaN,NaN,NaN
"U/N Reef (21-071)",NaN,NaN,NaN,NaN,NaN,NaN
"Patricia Mather Reef (21-148)",NaN,NaN,NaN,NaN,NaN,NaN
"U/N Reef (21-149)",NaN,NaN,NaN,NaN,NaN,NaN
"U/N Reef (21-150)",NaN,NaN,NaN,NaN,NaN,NaN
"U/N Reef (21-151)",NaN,NaN,NaN,NaN,NaN,NaN
"U/N Reef (21-242c)",NaN,NaN,NaN,NaN,NaN,NaN
"U/N Reef (21-243)",NaN,NaN,NaN,NaN,NaN,NaN
"U/N Reef (21-244)",NaN,NaN,NaN,NaN,NaN,NaN
"U/N Reef (21-245)",0.0170023842859728,0.0170952659263589,8,152.43687439,-21.30537796,4733923.363
"U/N Reef (21-246)",NaN,NaN,NaN,NaN,NaN,NaN
"U/N Reef (21-247)",NaN,NaN,NaN,NaN,NaN,NaN
"Dinner Reef (21-339)",NaN,NaN,NaN,NaN,NaN,NaN
"Temple Shoal (21-340)",NaN,NaN,NaN,NaN,NaN,NaN
"Edwards Shoal (21-341)",NaN,NaN,NaN,NaN,NaN,NaN
"Blackbird Shoal (21-342)",NaN,NaN,NaN,NaN,NaN,NaN
"Ridge Reef (21-345)",NaN,NaN,NaN,NaN,NaN,NaN
"Paxton Shoal (21-346)",NaN,NaN,NaN,NaN,NaN,NaN
"Torch Shoal (21-347)",NaN,NaN,NaN,NaN,NaN,NaN
"U/N Reef (21-072)",NaN,NaN,NaN,NaN,NaN,NaN
"U/N Reef (21-073)",NaN,NaN,NaN,NaN,NaN,NaN
"U/N Reef (21-074)",0.00774463631606489,0,7,150.84495544,-21.15646553,4977053.473
"U/N Reef (21-075)",NaN,NaN,NaN,NaN,NaN,NaN
"U/N Reef (21-152)",NaN,NaN,NaN,NaN,NaN,NaN
"U/N Reef (21-153)",NaN,NaN,NaN,NaN,NaN,NaN
"U/N Reef (21-154)",NaN,NaN,NaN,NaN,NaN,NaN
"U/N Reef (21-155)",NaN,NaN,NaN,NaN,NaN,NaN
"U/N Reef (21-156)",NaN,NaN,NaN,NaN,NaN,NaN
"U/N Reef (21-157)",NaN,NaN,NaN,NaN,NaN,NaN
"U/N Reef (21-158)",NaN,NaN,NaN,NaN,NaN,NaN
"U/N Reef (21-248)",NaN,NaN,NaN,NaN,NaN,NaN
"U/N Reef (21-249)",NaN,NaN,NaN,NaN,NaN,NaN
"U/N Reef (21-250a)",NaN,NaN,NaN,NaN,NaN,NaN
"U/N Reef (21-250b)",NaN,NaN,NaN,NaN,NaN,NaN
"U/N Reef (21-251)",NaN,NaN,NaN,NaN,NaN,NaN
"U/N Reef (21-252)",NaN,NaN,NaN,NaN,NaN,NaN
"Connor Islet Reef (21-348)",NaN,NaN,NaN,NaN,NaN,NaN
"Smythe Shoals (21-349a)",NaN,NaN,NaN,NaN,NaN,NaN
"Emily Patches (21-349b)",NaN,NaN,NaN,NaN,NaN,NaN
"Shag Reef (21-350)",NaN,NaN,NaN,NaN,NaN,NaN
"Stony Shoal (21-351)",NaN,NaN,NaN,NaN,NaN,NaN
"Williams Shoal (21-352)",NaN,NaN,NaN,NaN,NaN,NaN
"U/N Reef (21-076)",NaN,NaN,NaN,NaN,NaN,NaN
"U/N Reef (21-077)",NaN,NaN,NaN,NaN,NaN,NaN
"U/N Reef (21-078)",NaN,NaN,NaN,NaN,NaN,NaN
"U/N Reef (21-079)",NaN,NaN,NaN,NaN,NaN,NaN
"U/N Reef (21-080)",NaN,NaN,NaN,NaN,NaN,NaN
"U/N Reef (21-159)",NaN,NaN,NaN,NaN,NaN,NaN
"U/N Reef (21-160)",NaN,NaN,NaN,NaN,NaN,NaN
"U/N Reef (21-161)",NaN,NaN,NaN,NaN,NaN,NaN
"U/N Reef (21-162)",NaN,NaN,NaN,NaN,NaN,NaN
"U/N Reef (21-163)",NaN,NaN,NaN,NaN,NaN,NaN
"U/N Reef (21-164)",NaN,NaN,NaN,NaN,NaN,NaN
"U/N Reef (21-165)",NaN,NaN,NaN,NaN,NaN,NaN
"U/N Reef (21-253)",NaN,NaN,NaN,NaN,NaN,NaN
"U/N Reef (21-254)",NaN,NaN,NaN,NaN,NaN,NaN
"U/N Reef (21-255)",NaN,NaN,NaN,NaN,NaN,NaN
"U/N Reef (21-256)",NaN,NaN,NaN,NaN,NaN,NaN
"U/N Reef (21-257)",NaN,NaN,NaN,NaN,NaN,NaN
"Lower Reef (21-355)",NaN,NaN,NaN,NaN,NaN,NaN
"Innes Reef (21-356)",NaN,NaN,NaN,NaN,NaN,NaN
"Sandy Shoal (North) (21-358a)",NaN,NaN,NaN,NaN,NaN,NaN
"Sandy Shoal (South) (21-358b)",NaN,NaN,NaN,NaN,NaN,NaN
"George Reef (21-359)",NaN,NaN,NaN,NaN,NaN,NaN
"Poynter Reef (21-360)",NaN,NaN,NaN,NaN,NaN,NaN
"U/N Reef (21-081)",NaN,NaN,NaN,NaN,NaN,NaN
"U/N Reef (21-082)",NaN,NaN,NaN,NaN,NaN,NaN
"U/N Reef (21-083)",NaN,NaN,NaN,NaN,NaN,NaN
"U/N Reef (21-084)",NaN,NaN,NaN,NaN,NaN,NaN
"U/N Reef (21-085)",NaN,NaN,NaN,NaN,NaN,NaN
"Paul Reef (21-086)",NaN,NaN,NaN,NaN,NaN,NaN
"Twin Cays Reef (North) (21-166)",NaN,NaN,NaN,NaN,NaN,NaN
"U/N Reef (21-167)",NaN,NaN,NaN,NaN,NaN,NaN
"Twin Cays Reef (South) (21-168)",NaN,NaN,NaN,NaN,NaN,NaN
"U/N Reef (21-169)",NaN,NaN,NaN,NaN,NaN,NaN
"U/N Reef (21-170)",NaN,NaN,NaN,NaN,NaN,NaN
"U/N Reef (21-171)",NaN,NaN,NaN,NaN,NaN,NaN
"Mystery Reef (21-258)",0.00409836065573771,0,4,152.01708984,-21.37743568,11814223.09
"U/N Reef (21-259)",NaN,NaN,NaN,NaN,NaN,NaN
"U/N Reef (21-260)",NaN,NaN,NaN,NaN,NaN,NaN
"North Patch (21-361)",NaN,NaN,NaN,NaN,NaN,NaN
"Alexandra Reefs (21-362)",NaN,NaN,NaN,NaN,NaN,NaN
"South Patch (21-363)",NaN,NaN,NaN,NaN,NaN,NaN
"Lake Shoals (21-364)",NaN,NaN,NaN,NaN,NaN,NaN
"Drumfish Shoal (East) (21-365a)",NaN,NaN,NaN,NaN,NaN,NaN
"Drumfish Shoal (West) (21-365b)",NaN,NaN,NaN,NaN,NaN,NaN
"Fanning Shoal (21-366)",NaN,NaN,NaN,NaN,NaN,NaN
"U/N Reef (21-087)",NaN,NaN,NaN,NaN,NaN,NaN
"U/N Reef (21-088)",NaN,NaN,NaN,NaN,NaN,NaN
"U/N Reef (21-089)",NaN,NaN,NaN,NaN,NaN,NaN
"U/N Reef (21-090)",NaN,NaN,NaN,NaN,NaN,NaN
"U/N Reef (21-091)",NaN,NaN,NaN,NaN,NaN,NaN
"U/N Reef (21-092)",NaN,NaN,NaN,NaN,NaN,NaN
"Riptide Reef (21-172)",NaN,NaN,NaN,NaN,NaN,NaN
"Mullers Reef (21-173)",NaN,NaN,NaN,NaN,NaN,NaN
"U/N Reef (21-174)",NaN,NaN,NaN,NaN,NaN,NaN
"U/N Reef (21-175)",NaN,NaN,NaN,NaN,NaN,NaN
"U/N Reef (21-261)",NaN,NaN,NaN,NaN,NaN,NaN
"U/N Reef (21-262a)",NaN,NaN,NaN,NaN,NaN,NaN
"U/N Reef (21-262b)",NaN,NaN,NaN,NaN,NaN,NaN
"U/N Reef (21-263)",NaN,NaN,NaN,NaN,NaN,NaN
"U/N Reef (21-264)",NaN,NaN,NaN,NaN,NaN,NaN
